user_id,gender,age,occupation_id,cp,occupation
836,M,25,11,10023,lawyer
837,M,56,7,08540,executive/managerial
838,M,50,17,92661,technician/engineer
839,M,25,0,98103,other or not specified
840,F,25,3,02828,clerical/admin
841,F,50,14,92119,sales/marketing
842,F,18,0,55102,other or not specified
843,M,25,7,49321,executive/managerial
844,M,25,0,92121,other or not specified
845,F,18,0,20009,other or not specified
846,M,25,5,80209,customer service
847,F,25,7,80228,executive/managerial
848,M,25,15,94121,scientist
849,M,25,3,75006,clerical/admin
850,M,35,0,60640,other or not specified
851,M,18,4,75287,college/grad student
852,M,25,5,92105,customer service
853,M,25,17,55447,technician/engineer
854,F,25,16,44092,self-employed
855,F,18,2,72701,artist
856,F,45,6,02453,doctor/health care
857,M,35,17,11701,technician/engineer
858,M,35,14,10013,sales/marketing
859,M,25,12,10128,programmer
860,M,18,0,78237,other or not specified
861,M,25,7,37027,executive/managerial
862,M,35,7,10019,executive/managerial
863,M,25,7,62522,executive/managerial
864,F,25,0,97205,other or not specified
865,M,35,1,91711,academic/educator
866,M,1,10,08820,K-12 student
867,M,45,12,95814,programmer
868,M,50,17,01702-7224,technician/engineer
869,M,18,20,92026,writer
870,F,25,1,02144,academic/educator
871,M,1,10,76013,K-12 student
872,M,50,1,20815,academic/educator
873,M,56,6,19027,doctor/health care
874,M,45,15,26105,scientist
875,M,1,10,94707,K-12 student
876,M,25,4,43202,college/grad student
877,M,25,0,90631,other or not specified
878,M,18,2,01720,artist
879,M,45,16,92018,self-employed
880,M,35,17,94114,technician/engineer
881,M,18,14,76401,sales/marketing
882,M,18,2,01720,artist
883,F,35,14,92673,sales/marketing
884,M,1,10,49454,K-12 student
885,M,35,0,48105,other or not specified
886,F,56,0,14830,other or not specified
887,F,56,16,55345,self-employed
888,F,1,10,08820,K-12 student
889,M,45,20,10024,writer
890,M,18,4,92153,college/grad student
891,M,25,1,80202,academic/educator
892,M,35,0,76031,other or not specified
893,F,50,6,85016,doctor/health care
894,M,18,4,31602,college/grad student
895,M,50,1,34683,academic/educator
896,M,18,15,94015,scientist
897,M,25,6,92130,doctor/health care
898,M,25,7,77005,executive/managerial
899,F,25,1,30605,academic/educator
900,F,56,13,90066,retired
901,F,56,0,92027,other or not specified
902,M,56,0,45432,other or not specified
903,M,56,13,75165,retired
904,M,35,20,92308,writer
905,F,45,12,28655,programmer
906,M,1,10,71106,K-12 student
907,F,45,6,92117,doctor/health care
908,F,50,1,92103,academic/educator
909,M,45,7,92831,executive/managerial
910,F,50,0,98226,other or not specified
911,M,50,0,98226,other or not specified
912,F,35,2,91324,artist
913,M,25,0,20744-6223,other or not specified
914,F,35,9,30338,homemaker
915,M,25,7,72762,executive/managerial
916,F,25,1,92084,academic/educator
917,M,50,6,92117,doctor/health care
918,F,45,1,91901,academic/educator
919,F,35,1,92056,academic/educator
920,M,18,4,92173,college/grad student
921,M,25,17,92084,technician/engineer
922,M,56,16,48009,self-employed
923,M,25,7,37212,executive/managerial
924,M,50,17,98642,technician/engineer
925,F,35,3,48073,clerical/admin
926,M,1,10,07869,K-12 student
927,F,25,20,91105,writer
928,F,56,16,98199,self-employed
929,M,25,15,53706,scientist
930,M,25,5,98380,customer service
931,F,56,1,06032,academic/educator
932,F,35,6,97838,doctor/health care
933,M,45,1,49419,academic/educator
934,F,35,7,97401,executive/managerial
935,M,35,14,60538,sales/marketing
936,M,18,4,34567,college/grad student
937,M,25,15,60513,scientist
938,F,25,1,01060,academic/educator
939,F,25,20,20110-5616,writer
940,M,1,10,76240,K-12 student
941,M,18,20,45387,writer
942,F,50,6,85716,doctor/health care
943,F,45,12,08033,programmer
944,M,35,0,91505,other or not specified
945,M,45,7,49345,executive/managerial
946,M,35,7,48103-8929,executive/managerial
947,M,18,0,21015,other or not specified
948,M,56,12,43056,programmer
949,M,50,17,96753,technician/engineer
950,M,35,7,21044,executive/managerial
951,M,45,2,10009,artist
952,M,56,16,97478,self-employed
953,M,50,20,97030,writer
954,F,25,0,21030,other or not specified
955,F,50,7,94941,executive/managerial
956,M,35,1,55104,academic/educator
957,M,35,1,29706,academic/educator
958,M,35,2,48116,artist
959,M,50,11,44622,lawyer
960,M,1,10,45244,K-12 student
961,M,18,10,10016,K-12 student
962,F,25,1,80020,academic/educator
963,M,25,0,48197,other or not specified
964,M,25,7,94123,executive/managerial
965,M,56,7,10954,executive/managerial
966,M,56,2,92262,artist
967,F,18,0,43615,other or not specified
968,M,50,12,94530,programmer
969,F,25,11,19103,lawyer
970,M,25,0,27615,other or not specified
971,M,25,12,43615,programmer
972,M,45,1,02138,academic/educator
973,F,25,1,80026,academic/educator
974,M,35,19,94930,unemployed
975,M,35,0,98136,other or not specified
976,M,35,14,89113,sales/marketing
977,M,25,2,80110,artist
978,M,18,0,19116,other or not specified
979,M,1,10,48073,K-12 student
980,M,25,6,92014,doctor/health care
981,M,25,20,02141,writer
982,F,25,9,92064,homemaker
983,F,25,16,99224,self-employed
984,M,50,16,92129,self-employed
985,M,25,4,32608,college/grad student
986,F,56,0,19004,other or not specified
987,F,35,17,48098,technician/engineer
988,M,50,11,48823,lawyer
989,M,50,0,20706,other or not specified
990,M,18,6,10004,doctor/health care
991,F,25,9,48103,homemaker
992,F,35,3,02780,clerical/admin
993,M,25,0,45678,other or not specified
994,M,18,2,92109,artist
995,F,18,4,96803,college/grad student
996,M,25,17,98102,technician/engineer
997,M,1,19,15748,unemployed
998,M,45,20,10019,writer
999,M,25,15,62558,scientist
1000,F,25,6,90027,doctor/health care
1001,M,25,4,90210,college/grad student
1002,M,50,11,07043,lawyer
1003,M,25,2,19320,artist
1004,M,25,3,95136,clerical/admin
1005,M,35,11,08003,lawyer
1006,M,18,4,53220,college/grad student
1007,M,50,12,01960,programmer
1008,M,35,3,77064,clerical/admin
1009,M,50,7,48315,executive/managerial
1010,M,25,0,10310,other or not specified
1011,M,25,8,92115,farmer
1012,F,35,1,30004,academic/educator
1013,M,56,13,02576,retired
1014,F,45,17,03054,technician/engineer
1015,M,35,3,11220,clerical/admin
1016,M,56,16,60044,self-employed
1017,M,35,0,30906,other or not specified
1018,M,18,4,95616,college/grad student
1019,M,35,1,60640,academic/educator
1020,M,18,20,93455,writer
1021,M,35,0,94559,other or not specified
1022,M,25,3,00918,clerical/admin
1023,M,56,13,92675,retired
1024,F,35,1,74135,academic/educator
1025,M,25,16,34677,self-employed
1026,F,45,0,19130,other or not specified
1027,M,18,4,77005,college/grad student
1028,F,45,7,03848,executive/managerial
1029,M,25,0,20015,other or not specified
1030,M,25,7,97303,executive/managerial
1031,M,35,16,19803,self-employed
1032,M,50,16,19425,self-employed
1033,M,25,5,60076,customer service
1034,F,35,1,82601,academic/educator
1035,M,18,2,15956,artist
1036,M,35,7,28036,executive/managerial
1037,M,45,7,02081,executive/managerial
1038,F,56,15,20194,scientist
1039,F,35,1,02346,academic/educator
1040,M,25,11,76309,lawyer
1041,M,45,2,94306,artist
1042,M,35,5,92801,customer service
1043,F,50,11,87004,lawyer
1044,M,25,20,72701,writer
1045,F,1,10,77477,K-12 student
1046,M,56,18,53404-1230,tradesman/craftsman
1047,M,18,0,62225,other or not specified
1048,M,35,6,75225,doctor/health care
1049,M,45,14,95002,sales/marketing
1050,M,25,1,97302,academic/educator
1051,F,25,0,60513,other or not specified
1052,F,35,2,75214,artist
1053,M,35,0,18360,other or not specified
1054,M,1,10,75040,K-12 student
1055,M,35,0,91505,other or not specified
1056,M,1,0,48133,other or not specified
1057,M,45,17,73069,technician/engineer
1058,M,25,1,97321,academic/educator
1059,F,25,0,97213,other or not specified
1060,M,18,10,11235,K-12 student
1061,M,45,0,46060,other or not specified
1062,M,50,19,59457,unemployed
1063,M,35,7,50265,executive/managerial
1064,M,25,7,91344,executive/managerial
1065,F,25,0,94402,other or not specified
1066,M,45,12,02151,programmer
1067,M,35,12,94402,programmer
1068,F,18,4,77581,college/grad student
1069,M,25,20,98105,writer
1070,F,45,2,20036,artist
1071,M,50,16,13045,self-employed
1072,F,35,7,07601,executive/managerial
1073,F,25,6,72211,doctor/health care
1074,M,45,17,48073,technician/engineer
1075,F,25,6,60660,doctor/health care
1076,F,25,3,27606,clerical/admin
1077,M,25,3,60660,clerical/admin
1078,F,45,9,95661,homemaker
1079,M,25,7,98115,executive/managerial
1080,M,56,7,08854,executive/managerial
1081,M,18,4,68144-2410,college/grad student
1082,M,45,7,48170,executive/managerial
1083,M,56,0,27705,other or not specified
1084,M,1,19,03226,unemployed
1085,M,25,7,34695,executive/managerial
1086,M,18,4,98225,college/grad student
1087,M,25,16,08826,self-employed
1088,F,1,10,98103,K-12 student
1089,M,35,6,37853,doctor/health care
1090,M,25,7,94105,executive/managerial
1091,M,18,5,345567,customer service
1092,F,18,4,49525,college/grad student
1093,M,50,14,60504,sales/marketing
1094,F,18,0,92626,other or not specified
1095,F,56,6,08753,doctor/health care
1096,M,1,10,80439,K-12 student
1097,M,18,17,92109,technician/engineer
1098,M,35,7,94945,executive/managerial
1099,M,25,17,77059,technician/engineer
1100,M,25,0,60090,other or not specified
1101,M,35,1,06417,academic/educator
1102,M,18,1,55408,academic/educator
1103,F,45,7,60605,executive/managerial
1104,M,35,11,10023,lawyer
1105,M,35,6,48105,doctor/health care
1106,M,18,4,90241,college/grad student
1107,F,50,1,02324,academic/educator
1108,M,56,1,93003,academic/educator
1109,M,18,10,45904,K-12 student
1110,F,56,6,77005,doctor/health care
1111,F,50,16,44319,self-employed
1112,M,18,6,19104,doctor/health care
1113,M,18,4,97215,college/grad student
1114,F,18,9,75801,homemaker
1115,F,25,1,60551,academic/educator
1116,M,25,15,92121,scientist
1117,M,18,14,10017,sales/marketing
1118,M,50,13,02718,retired
1119,M,35,1,90504,academic/educator
1120,M,18,4,95616,college/grad student
1121,M,56,7,78701,executive/managerial
1122,M,56,14,02632,sales/marketing
1123,M,50,0,91789,other or not specified
1124,M,25,2,60156,artist
1125,F,18,4,53715,college/grad student
1126,M,56,16,13031,self-employed
1127,M,25,0,11788,other or not specified
1128,M,25,1,72701,academic/educator
1129,M,35,17,22309,technician/engineer
1130,M,18,7,60012,executive/managerial
1131,M,56,13,12570,retired
1132,M,18,12,98225,programmer
1133,M,18,2,90038,artist
1134,M,18,20,19114,writer
1135,M,50,13,98201,retired
1136,F,35,7,90274,executive/managerial
1137,M,18,4,13165,college/grad student
1138,M,18,12,12047,programmer
1139,M,25,1,93420-2852,academic/educator
1140,F,45,2,73069,artist
1141,F,25,3,84770,clerical/admin
1142,M,18,1,43623,academic/educator
1143,M,50,7,94024,executive/managerial
1144,M,25,7,94025,executive/managerial
1145,M,50,3,92103,clerical/admin
1146,F,18,16,80260,self-employed
1147,M,25,20,98101,writer
1148,M,35,17,92618,technician/engineer
1149,M,25,12,98103,programmer
1150,F,25,20,75226,writer
1151,M,25,15,46805,scientist
1152,M,18,4,30328,college/grad student
1153,M,18,10,33024,K-12 student
1154,F,1,10,53545,K-12 student
1155,M,25,12,90278,programmer
1156,F,50,2,33334,artist
1157,M,45,7,30253,executive/managerial
1158,F,35,1,98026,academic/educator
1159,M,18,0,48314,other or not specified
1160,M,18,14,07017,sales/marketing
1161,M,25,0,10025,other or not specified
1162,F,35,0,97213,other or not specified
1163,M,1,10,70448,K-12 student
1164,F,25,19,90020,unemployed
1165,M,25,12,45014,programmer
1166,M,56,6,94030,doctor/health care
1167,F,50,1,55126,academic/educator
1168,F,25,0,94109,other or not specified
1169,M,25,20,94402,writer
1170,M,56,3,10023,clerical/admin
1171,M,45,12,94114,programmer
1172,F,25,0,61801,other or not specified
1173,F,25,7,10019,executive/managerial
1174,F,18,16,91780,self-employed
1175,F,25,2,90020,artist
1176,M,56,1,44256,academic/educator
1177,F,25,17,01453,technician/engineer
1178,M,56,0,48186,other or not specified
1179,M,50,1,91030,academic/educator
1180,F,50,20,95503,writer
1181,M,35,7,20716,executive/managerial
1182,M,1,10,91326,K-12 student
1183,M,35,19,94598,unemployed
1184,F,25,4,92354,college/grad student
1185,F,35,1,97374,academic/educator
1186,M,18,19,98502,unemployed
1187,F,1,0,90210,other or not specified
1188,M,45,7,72212,executive/managerial
1189,M,25,0,85712,other or not specified
1190,M,45,0,98031,other or not specified
1191,F,35,0,98117,other or not specified
1192,M,50,16,98103,self-employed
1193,M,25,12,90712,programmer
1194,F,25,1,95617,academic/educator
1195,F,1,10,13907,K-12 student
1196,F,18,14,22203,sales/marketing
1197,M,35,1,44077,academic/educator
1198,M,1,10,49544,K-12 student
1199,M,50,13,77459,retired
1200,M,1,0,97222,other or not specified
1201,M,18,4,84112-2004,college/grad student
1202,M,35,12,97006,programmer
1203,F,25,1,06417,academic/educator
1204,M,25,7,95076,executive/managerial
1205,F,56,0,46814,other or not specified
1206,F,50,7,33764,executive/managerial
1207,M,50,0,43617,other or not specified
1208,M,25,0,12590,other or not specified
1209,M,35,7,94127,executive/managerial
1210,M,25,17,27519,technician/engineer
1211,M,18,4,10027,college/grad student
1212,F,50,1,60089,academic/educator
1213,M,50,0,91505,other or not specified
1214,M,56,13,94558,retired
1215,M,35,17,23602,technician/engineer
1216,M,25,2,90292,artist
1217,M,25,12,94118,programmer
1218,M,56,15,13207,scientist
1219,M,25,7,12206,executive/managerial
1220,M,1,10,48073,K-12 student
1221,M,18,0,19134,other or not specified
1222,M,35,0,52162,other or not specified
1223,M,25,2,60102,artist
1224,M,50,13,02125,retired
1225,M,45,7,61081,executive/managerial
1226,M,18,20,07087,writer
1227,M,50,1,90027,academic/educator
1228,M,25,1,94720,academic/educator
1229,F,25,4,48219,college/grad student
1230,M,25,11,95125,lawyer
1231,M,25,12,60515,programmer
1232,F,18,4,43235,college/grad student
1233,F,45,20,94519,writer
1234,M,18,4,91006,college/grad student
1235,F,25,7,94043,executive/managerial
1236,F,25,1,48316,academic/educator
1237,M,18,4,32720,college/grad student
1238,F,35,20,11215,writer
1239,F,25,20,50111,writer
1240,F,18,14,02144,sales/marketing
1241,M,1,10,11803,K-12 student
1242,F,35,0,10014,other or not specified
1243,M,35,15,92627,scientist
1244,M,25,4,22030,college/grad student
1245,M,25,17,80461,technician/engineer
1246,M,18,4,98225,college/grad student
1247,M,35,0,92649,other or not specified
1248,F,35,20,94598,writer
1249,M,35,2,94587,artist
1250,M,50,0,10573,other or not specified
1251,M,25,7,48188,executive/managerial
1252,M,56,13,94134,retired
1253,F,35,20,76205,writer
1254,F,18,1,02144,academic/educator
1255,M,25,17,94110,technician/engineer
1256,M,25,20,10002,writer
1257,F,18,14,84101,sales/marketing
1258,M,45,7,20879,executive/managerial
1259,M,35,7,2020010,executive/managerial
1260,M,25,17,28262,technician/engineer
1261,M,18,4,40205,college/grad student
1262,M,25,4,22903,college/grad student
1263,M,1,10,81301,K-12 student
1264,M,25,1,53711,academic/educator
1265,F,18,20,49321,writer
1266,M,25,4,18104,college/grad student
1267,M,25,15,12203,scientist
1268,M,50,2,10028,artist
1269,F,56,13,01234,retired
1270,M,25,6,12230,doctor/health care
1271,F,45,6,54401,doctor/health care
1272,M,18,20,49506,writer
1273,M,35,2,19123,artist
1274,M,45,7,37343,executive/managerial
1275,M,50,17,39567,technician/engineer
1276,M,35,17,94041,technician/engineer
1277,F,18,0,06360,other or not specified
1278,M,18,4,98312,college/grad student
1279,M,35,1,98502,academic/educator
1280,M,1,10,97801,K-12 student
1281,M,25,19,97209,unemployed
1282,M,50,1,98541,academic/educator
1283,F,18,1,94607,academic/educator
1284,M,45,16,33334,self-employed
1285,M,35,4,98125,college/grad student
1286,M,35,17,92630,technician/engineer
1287,F,50,7,94611,executive/managerial
1288,F,35,19,92867,unemployed
1289,M,45,6,78750,doctor/health care
1290,M,35,0,91504,other or not specified
1291,F,35,0,10011,other or not specified
1292,M,25,7,94904,executive/managerial
1293,M,25,5,60074,customer service
1294,F,50,20,11217,writer
1295,F,35,6,90036,doctor/health care
1296,M,1,0,75244,other or not specified
1297,M,25,7,92109,executive/managerial
1298,M,35,6,33615,doctor/health care
1299,M,25,14,02038,sales/marketing
1300,M,1,10,97201,K-12 student
1301,F,25,2,10475,artist
1302,M,18,4,85282,college/grad student
1303,M,25,19,94111,unemployed
1304,M,25,14,97203,sales/marketing
1305,M,45,20,94121,writer
1306,M,25,3,64068,clerical/admin
1307,M,56,13,75703,retired
1308,M,1,10,75082,K-12 student
1309,M,25,14,76051,sales/marketing
1310,M,45,0,92866,other or not specified
1311,M,18,10,90274,K-12 student
1312,M,25,14,60153,sales/marketing
1313,M,18,4,43214,college/grad student
1314,F,18,4,68154,college/grad student
1315,M,35,7,75214,executive/managerial
1316,M,50,2,50310,artist
1317,M,45,7,98028,executive/managerial
1318,M,18,16,94014,self-employed
1319,F,25,3,98626,clerical/admin
1320,M,25,4,22030,college/grad student
1321,F,25,14,34639,sales/marketing
